sagoNo,sido,sigungu,dong,addr,sagoLat,sagoLon,sagoDate,sinkWidth,sinkExtend,sinkDepth,grdKind,sagoDetail,deathCnt,injuryCnt,vehicleCnt,trStatus,trMethod,trAmt,trFnDate,daStDate,no
20190202,서울특별시,종로구,,"서울특별시 종로구 통일로 78, 1차로 경찰청 앞 사거리",,,20190920,5.00,7.00,1.00,,차량진동에 의한 상수도관 누수로 지반침하 발생,0,0,0,복구완료,상수도사업본부에서 복구완료,0,20190922,00010101,1
20190203,서울특별시,강서구,마곡동,서울특별시 강서구 마곡동 798-7,,,20191125,4.00,4.00,4.00,,건축물로 연결되는 오수관로 분기 접합부 파손에 따른 오수 누수 및 파손부위로 토사가 유출됨에 따라 지반침하,0,0,0,복구완료,SH(원인자)에서 복구완료,0,20191127,00010101,1
20190204,서울특별시,영등포구,여의도동,서울특별시 영등포구 여의도동 25-1,,,20191222,1.50,2.50,2.50,,상수관로(D100mm)가 파손됨에 따른 누수로 토사유실 및 도로지반 침하 발생(원인 조사 중),1,0,0,복구완료,파크원 공사현장(원인자)애서 복구완료,0,20191224,00010101,1
20190205,인천광역시,서구,,인천광역시 서구 검단로 검단사거리 횡단보도 도로,,,20190719,0.80,0.80,1.20,,우수관과 오수관 접합부 불량에 의한 토사 유실,0,0,0,복구완료,하수관 접합부 보수 후 포장 복구 완료,0,20190721,00010101,1
20190206,인천광역시,계양구,,인천광역시 계양구 계양대로 170 경인교대입구역 1번출구 앞 도로,,,20190829,1.00,1.00,0.30,,기존 기층부 동공이 8.29. 집중호우로 인해 확대됨에 따라 침하 발생,0,0,0,복구완료,도로침하 주변 절삭 후 재포장 시행,0,20190831,00010101,1
20190207,인천광역시,남동구,구월동,인천광역시 남동구 구월동 1455(구 롯데백화점) 일원,,,20191216,2.00,12.00,0.10,,개인 배수설비(하수관) 파손 및 다짐불량으로 인한 사유지 도로 침하,0,0,0,복구완료,"엘리오스 백화점 측에서 개인 하수관 보수, 되메우기 및 포장 복구 완료",0,20191218,00010101,1
20190208,전라남도,신안군,신의면 하태동리,전라남도 신안군 신의면 하태동리 산 195-8,,,20190926,4.00,15.00,0.10,,포장 하부 누수로 인한 지반 불안정,0,0,0,복구완료,침하구간 임시복구 후 재포장 예정,0,20190928,00010101,1
20190209,전라남도,신안군,신의면 하태서리,전라남도 신안군 신의면 하태서리 산 202,,,20191107,1.50,3.00,0.10,,포장 하부 누수로 인한 지반 불안정,0,0,0,복구완료,추후 재포장 예정,0,20191109,00010101,1
20190210,전북특별자치도,군산시,,전북특별자치도 군산시 분멀2길 32-7,,,20190731,1.00,1.00,0.50,,하수관거 파손으로 침하,0,0,0,복구완료,복구 포장 완료,0,20190802,00010101,1
20190211,전북특별자치도,군산시,,전북특별자치도 군산시 한밭3길5,,,20190802,1.00,1.00,1.00,,하수관거 파손으로 침하,0,0,0,복구완료,복구 포장 완료,0,20190804,00010101,1
20190212,전북특별자치도,군산시,소룡동,전북특별자치도 군산시 소룡동 1589-13,,,20190927,3.00,3.00,1.00,,하수관거 파손으로 침하,0,0,0,복구완료,복구 포장 완료,0,20190929,00010101,1
20190213,전북특별자치도,군산시,,전북특별자치도 군산시 서해로178,,,20191009,1.00,1.00,1.00,,하수관거 파손으로 침하,0,0,0,복구완료,복구 포장 완료,0,20191011,00010101,1
20190214,전북특별자치도,군산시,,전북특별자치도 군산시 현충로 8,,,20191012,0.50,0.50,1.00,,하수관거 파손으로 침하,0,0,0,복구완료,복구 포장 완료,0,20191014,00010101,1
20190215,전북특별자치도,정읍시,상동,전북특별자치도 정읍시 상동 737,,,20191103,2.00,3.60,1.50,,충정로 지하에 설치된 횡단우수암거 관통 오수관 및 수도관 공사후 접촉면 마감부실로 발생한 구멍으로 수년간 토사유실에 따른 싱크홀 발생,0,0,1,복구완료,"1. 하수관 접합부 복구
2. 도로 성토 및 보조기층포설 및 다짐
3. 아스콘 재포장 복구 ",0,20191105,00010101,1
20190216,충청북도,청주시 흥덕구,,충청북도 청주시 흥덕구 오송읍 봉산리 25-8,,,20191018,3.00,6.00,1.50,,상수도관 압밀 추진에 따른공극 발생 추정,0,0,4,복구완료,개착 정비 후 포장완료,0,20191020,00010101,1
20190217,충청북도,청주시 서원구,,충청북도 청주시 서원구 수곡동 301-35번지,,,20191203,1.00,1.00,2.30,,하수관 손상에 의한 주변 토사 세굴,0,0,1,복구완료,관로 파손 부분 몰탈처리,0,20191205,00010101,1
20190218,충청남도,당진시,송악읍,충청남도 당진시 송악읍 한진리 408-34 번지 일원,,,20190104,600.00,22.00,0.50,호상편마암,한국전력공사 전력구 공사 따른 지하수 유출,0,0,0,복구중,반침하위험도평가 진행중(공공부분 완료 사유지부분 진행중),0,20210201,00010101,1
20200003,강원특별자치도,원주시,,강원특별자치도 원주시 일산초교길67,,,20200512,1.00,2.00,1.00,,우수관로(450mm) 파손으로 인한 도로침하,0,0,0,복구완료,굴착하여 우수관로(450mm) 파손부위 관보수 후 되메우기 및 포장복구 완료,0,20200514,00010101,1
20200005,강원특별자치도,강릉시,포남동,강원특별자치도 강릉시 포남동 1197-24(경강로2291번길 10 앞),,,20200501,1.50,1.50,1.50,,수도관 손상에 따른 토사 유실,0,0,0,복구완료,유실 구간 모래채움 및 다짐공사 실시,0,20200503,00010101,1
20200006,강원특별자치도,강릉시,송정동,강원특별자치도 강릉시 송정동 187-6(팔송길 6 앞),,,20200421,1.00,1.50,2.00,,다짐 불량,0,0,0,복구완료,유실 구간 모래채움 및 다짐공사 실시,0,20200423,00010101,1
20200007,강원특별자치도,강릉시,포남동,강원특별자치도 강릉시 포남동 1197-13(강릉대로 380 앞),,,20200504,1.00,1.00,1.50,,다짐 불량,0,0,0,복구완료,유실 구간 모래채움 및 다짐공사 실시,0,20200506,00010101,1
20200008,강원특별자치도,강릉시,포남동,강원특별자치도 강릉시 포남동 1197-19(경강로2245번길 2-1 앞),,,20200525,1.50,1.50,2.00,,다짐 불량,0,0,0,복구완료,유실 구간 모래채움 및 다짐공사 실시,0,20200527,00010101,1
20200009,강원특별자치도,강릉시,포남동,강원특별자치도 강릉시 포남동 1197-19(경강로2255번길 2 앞),,,20200526,1.00,1.00,1.50,,다짐 불량,0,0,0,복구완료,유실 구간 모래채움 및 다짐공사 실시,0,20200528,00010101,1
20200010,강원특별자치도,강릉시,포남동,강원특별자치도 강릉시 포남동 1197-35(경강로 2263 앞),,,20200610,1.00,1.00,1.50,,수도관 손상에 따른 토사 유실,0,0,0,복구완료,유실 구간 모래채움 및 다짐공사 실시,0,20200612,00010101,1
20200011,강원특별자치도,강릉시,포남동,강원특별자치도 강릉시 포남동 1197-16(경강로2255번길 7 앞),,,20200617,1.00,1.00,1.50,,다짐 불량,0,0,0,복구완료,유실 구간 모래채움 및 다짐공사 실시,0,20200619,00010101,1
20200012,강원특별자치도,강릉시,포남동,강원특별자치도 강릉시 포남동 1197-23(성덕포남로168번길 10 앞),,,20200619,0.50,0.50,1.00,,다짐 불량,0,0,0,복구완료,유실 구간 모래채움 및 다짐공사 실시,0,20200621,00010101,1
20200013,강원특별자치도,삼척시,,강원특별자치도 삼척시 봉황로 73(삼척시보건소 사거리 현대아파트B동 앞),,,20200527,1.00,2.00,0.80,,"차량통행 하중으로 인한 하수관 눌림으로 박스 접합부 공간발생 박스 접합부 공간 발생부로 토사유입, 침하발생",0,0,0,복구완료,"침하구간 주변 폭 3M, 연장 8M 기층포장 후 표층포장 실시",0,20200529,00010101,1
20200014,경기도,구리시,수택동,경기도 구리시 수택동 863번지,,,20200221,0.15,0.20,1.00,,하수관로 손상에 의한 토사유출,0,0,0,복구완료,관로복구 및 되채움,0,20200223,00010101,1
20200015,경기도,구리시,수택동,경기도 구리시 수택동 584-3,,,20200616,0.20,0.20,1.50,,하수박스 내 상수관로 관통,0,0,0,복구완료,내부 되채움 및 포장면 복구,0,20200618,00010101,1
20200016,경기도,과천시,과천동,경기도 과천시 과천동 539-3,,,20200303,1.50,1.50,1.20,,하단부 하천박스 누수,0,0,0,복구완료,긴급보수공사 실시 및 차량보상,0,20200305,00010101,1
20200017,경기도,과천시,문원동,경기도 과천시 문원동 1023-27,,,20200506,1.50,1.50,1.20,,하수관 파손으로 인한 토사 유출로 지반침하 발생,0,1,0,복구완료,하수관 보수 및 소파 보수 조치,0,20200508,00010101,1
20200018,경기도,과천시,별양동,경기도 과천시 별양동 1-9,,,20200630,1.50,1.50,2.00,,하수관 파손으로 인한 토사 유출로 지반침하 발생,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200702,00010101,1
20200019,경기도,화성시,기산동,경기도 화성시 기산동 106-9,,,20200211,1.00,1.00,0.05,,"기타(하자보수 기간 후, 자연 침하)",0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200213,00010101,1
20200020,경기도,화성시,정남면 발산리,경기도 화성시 정남면 발산리 726-5,,,20200318,1.00,1.20,0.05,,"기타(하자보수 기간 후,자연 침하)",0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200320,00010101,1
20200021,경기도,화성시,장안면 노진리,경기도 화성시 장안면 노진리 산 48-13,,,20200320,1.00,1.00,0.05,,"기타(하자보수 기간 후, 자연 침하)",0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200322,00010101,1
20200022,경기도,화성시,장안면 덕다리,경기도 화성시 장안면 덕다리 99,,,20200425,1.00,1.00,0.05,,"기타(하자보수기간 후, 자연 침하)",0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200427,00010101,1
20200023,경기도,화성시,,경기도 화성시 남양읍 남양리 1865-8,,,20200525,1.00,1.00,0.05,,"기타(하자보수 기간 후, 자연침하)",0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200527,00010101,1
20200024,경기도,화성시,서신면 상안리,경기도 화성시 서신면 상안리 9-19인근,,,20200604,1.00,1.20,0.05,,다짐(되메우기) 불량,0,0,0,복구완료,침하 부분 재시공 및 하자보수 완료,0,20200606,00010101,1
20200025,경기도,부천시,,경기도 부천시 괴안동 167,,,20200414,0.50,20.00,0.10,,대규모 건축공사장 터파기 시 CIP를 설치하지 않는 일부구간에 지반침하,0,0,0,복구완료,건축시공사에서 복구 예정,0,20200416,00010101,1
20200026,경기도,의왕시,이동,경기도 의왕시 이동 293,,,20200130,1.50,2.50,0.10,,제수변 공사 다짐 불량,0,0,0,복구완료,절삭 후 재포장,0,20200201,00010101,1
20200027,경기도,의왕시,왕곡동,경기도 의왕시 왕곡동 새능교 앞,,,20200211,1.00,2.00,0.05,,우주맨홀 주변 다짐 불량,0,0,0,복구완료,록하드 임시 조치,0,20200213,00010101,1
20200028,경기도,의왕시,,경기도 의왕시 철도박물관로 223,,,20200309,1.00,1.20,0.05,,기타매설공사 다짐 불량,0,0,0,복구완료,록하드 임시 조치,0,20200311,00010101,1
20200029,경기도,의왕시,월암동,경기도 의왕시 월암동 295,,,20200326,0.30,4.00,0.03,,우수관로 노후,0,0,0,복구완료,록하드 임시 조치,0,20200328,00010101,1
20200030,경상남도,양산시,중부동,경상남도 양산시 중부동 402번지 일원 도로(지방도 1077호선 동구간),,,20200228,15.00,50.00,0.50,,사고지역 바로 옆 양산금호리첸시아 신축공사 중 시공과실로 인한 차수벽 토사유출로 차수벽 부 도로구간 지반침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200301,00010101,1
20200031,경상북도,포항시 남구,이동,경상북도 포항시 남구 이동 524-2,,,20200214,4.00,5.00,4.00,,파형강관 노후화로 인한 손상으로 토사 유실 및 싱크홀 발생,0,0,0,복구완료,슬라그 및 골재 보강 후 재포장,0,20200216,00010101,1
20200032,경상북도,경주시,강동면 유금리,경상북도 경주시 강동면 유금리 1553-2,,,20200110,0.80,2.50,1.50,,압송관로(D80mm) 노후파손으로 인한 토사유입,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200112,00010101,1
20200033,경상북도,경주시,황오동,경상북도 경주시 황오동 110-9(원화로 230-1),,,20200215,1.30,3.00,1.50,,우수관로(D1000mm) 노후파손으로 인한 토사유입,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200217,00010101,1
20200034,경상북도,경주시,산내면 대현리,경상북도 경주시 산내면 대현리 2653-6(산내면 문복로 397-101),,,20200228,0.50,1.00,1.00,,우수관로(D300mm) 노후파손으로 인한 토사유입,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200301,00010101,1
20200035,광주광역시,동구,산수동,광주광역시 동구 산수동 133-1(박양례 헤어스튜디오 앞),,,20200104,0.10,0.50,2.00,,하수관로 부식으로 인한 상부 파손,0,0,0,복구완료,관로 내부 PE이중벽관으로 보수,0,20200106,00010101,1
20200036,광주광역시,동구,대인동,광주광역시 동구 대인동 32-20,,,20200330,0.05,0.05,1.00,,콘크리트관(D450) 균열 및 부식으로 인해 하수관 파손 및 유실,0,0,0,복구완료,PE이중벽관으로 관로 보수,0,20200827,00010101,1
20200037,광주광역시,동구,학동,광주광역시 동구 학동 738-3,,,20200616,0.30,0.30,1.00,,하수관로 이음부 접합불량으로 인한 지반침하,0,0,0,복구완료,이음부 보수 후 도로 포장,0,20200618,00010101,1
20200038,광주광역시,서구,화정동,광주광역시 서구 화정동 852-9번지 (염주초 인근),,,20200123,1.50,4.00,2.00,,하수도관(D600mm)의 심각한 노후화 등으로 인한 1본(2.5m)이 소실되어 토사유실,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200125,00010101,1
20200039,광주광역시,서구,쌍촌동,광주광역시 서구 쌍촌동 807-9번지,,,20200426,1.00,2.50,2.00,,폐공시킨 관이 잘못 연결되어 있어 토사유실 발생,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200428,00010101,1
20200040,광주광역시,서구,농성동,광주광역시 서구 농성동 666-1번지(화정로 259) 인근,,,20200611,0.50,0.50,3.00,,폐공된 하수관(D800)이 하수박스에 연결된 체 방치되어 토사유실,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200613,00010101,1
20200041,광주광역시,서구,쌍촌동,광주광역시 서구 쌍촌동 1229번지 (쌍촌주공아파트) 인근,,,20200615,1.50,1.50,1.50,,쌍촌주공아파트의 개인관(개인 하수를 공공관에 보내기 위한 관)에 이격이 나서 토사유실,0,0,0,복구완료,골재로 채워넣어 임시 보수 후 굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200617,00010101,1
20200042,광주광역시,서구,화정동,광주광역시 서구 화정동 907-6번지 인근,,,20200616,1.00,2.00,1.50,,"개인관(개인 하수를 공공관에 보내기 위한 관)이 노후화 및 연결부분이 잘못되었고, 공공관 노후화로 인해 토사 유실(원인이 2가지)",0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200618,00010101,1
20200043,광주광역시,서구,화정동,광주광역시 서구 화정동 929-1번지 (화정남초 인근),,,20200623,1.50,3.00,1.50,,오수관(D400mm) 노후화 손상에 의하여 토사유실,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200625,00010101,1
